id,法语
4132,Autres catégories
4133,Equipements
4150,Non
4151,Oui
4152,Melée
4153,À distance
4154,Explosion
4155,Créature
4156,Cubes
4157,Biologie et blocage
4158,Touchez Tirer
4159,Explosion
4200,Rés. Aux
4201,"Capacité de résistance des cubes aux explosions. Un Nom. plus élevé signifie qu’il est plus difficile de faire exploser le cube.
(Par exemple, le résistance du sol est de 5, celle de la pierre est de 55. La pierre est donc plus résistante aux explosions. -1 signifie que le cube est indestructible)"
4202,Dureté
4203,"Temps requis pour collecter les cubes. Un Nom. plus élevé signifie un temps supérieur.
(Par exemple, le temps pour une planche de bois est de 3, celui pour une pierre est de 7. Il faut donc plus de temps pour collecter les pierres, -1 signifie que le cube est indestructible)"
4204,Inertie glissante
4205,"Inertie de marche sur les cubes. Un Nom. plus élevé signifie qu’il est plus difficile d’arrêter de marcher.
(Par exemple : l’inertie de glace est grande, marcher sur la glace deviendra une glissade)"
4206,VIT brûlure
4207,"Vitesse de brûlure des cubes. Un Nom. plus élevé signifie signifie une vitesse de brûlure plus élevée.
(Par exemple, la vitesse pour le bois est de 1, celle des feuilles est de 5. Les feuille brûlent plus vite)"
4208,Chance brûl.
4209,Un Nom. plus élevé signifie que le cube s’enflamme plus facilement en brûlant les cubes à proximité.
4210,Intens. lum.
4211,"Lorsque le Nom. est supérieur à 1, le cube rayonne. Un Nom. plus élevé signifie une luminosité plus élevée."
4300,Santé
4301,"Valeur de vie de la créature. Lorsqu’elle retombe à 0, la créature meurt."
4302,Attaque
4303,ATQ de créature. 1 point réduit 1 treillis de vie de la cible.
4304,Champ vis.
4305,"Portée visuelle de la créature. Plus la valeur est élevé, plus la distance à laquelle celle-ci peut voir sa cible.
(Par exemple, 10 signifie que la créature peut trouver des cibles à une distance de 10 treillages)"
4306,Nom. d’occurrences
4307,Le Nom. maximal de créatures du même type apparaissant à proximité au même temps.
4308,Zooms de créature
4309,"Nom. de changements de taille de la créature. Plus la valeur est élevé, plus le modèle de créature est puissant."
4310,Vitesse
4311,"Vitesse de mouvement de la créature. Plus la valeur est grande, plus il bouge rapidement.
(La vitesse standard est 400)"
4312,Défense contre la melée
4313,Chaque point de défense de melée réduit les dégâts de melée de 4%.
4314,Armure longue portée
4315,Chaque point de défense de longue portée réduit les dégâts de longue portée de 4%.
4316,Armure d’explosion
4317,Chaque point de défense d’explosion réduit les dégâts d’explosion de 4%.
4400,Nbre max de piles
4401,Le Nom. maximal d’accessoires accumulables dans le sac à dos.
4402,Outil ou non
4403,"En tant qu’outil, il peut configurer les fonctionnalités et les propriétés des outils"
4404,Nourriture ou non
4405,"En tant qu’aliment, il peut configurer les fonctionnalités et les propriétés de la nourriture"
4406,En tant que projectile ou non
4407,"En tant que projectile, il peut configurer les fonctionnalités et les propriétés des projectiles"
4408,Buff d’efficacité
4409,Coefficient de bonus d’efficacité pour la collecte des cubs avec les outils. Efficace seulement pour la catégorie des outils.
4410,Type d’ATQ
4411,Type d’attaque de l’outil.
4412,Attaque
4413,ATQ de l’outil. 1 point réduit la vie de la cible d’un treillage.
4414,Durabilité
4415,"Durabilité de l’outil. Lorsqu’elle est réduite à 0, l’outil sera endommagé."
4416,gravité
4417,"Force de gravité pour les projectiles volants. Plus la valeur est petite, plus ceux-ci volent loin."
4418,Vitesse des astuces
4419,"Vélocité initiale des projectiles volants. Plus la valeur est élevée, plus ceux-ci volent loin."
4420,Atténuation de la vélocité
4421,"Réduction de la vitesse des projectiles volants. Plus la valeur est petite, plus ceux-ci volent loin."
4422,Recyclable
4423,Que les projectiles puissent être ramassés et réutilisés après leur chute sur le sol.
4424,Cible de coup
4425,Contrôle les types de cible que les projectiles peuvent toucher.
4426,Délai de déclenchement
4427,La durée de la prise d’effet du projectile après avoir touché la cible
4428,ATQ de projectile
4429,ATQ du projectile. 1 point réduit la vie de la cible de 1 treillis
4430,Type d’ATQ
4431,Deux types d’attaques de projectiles : tir pointu ou explosion.
4432,Tps service
4433,Temps d’utilisation de la nourriture.
4434,Récup. satiété
4435,La faim a augmenté après l’utilisation.
4436,Récup. endur.
4437,L’endurance contre la faim a augmenté après l’utilisation.
4438,Récup. PV
4439,Valeur de la vie récupérée après l’utilisation.
4440,Temps de recharge
4441,Temps d’accumulation pour les armes d’accumulation longue portée.
4442,Type d’utilisation
4443,"Contrôle la manière d’utilisation des outils et ne prend effet que lorsque le type d’outil correspond au type d’utilisation.
Par exemple, les armes longue portée doivent correspondre aux armes ou armes à feu d’accumulation longue portée. Une pomme doit correspondre à la nourriture."
4444,Dommage
4445,ATQ des armes à feu. 1 point réduit la vie de la cible d’un treillis.
4446,Intervalle de tir
4447,"Intervalle de tir des armes à feu. Plus la valeur est élevée, plus la vitesse de tir en continu est petite."
4448,Tir en continu
4449,Contrôle le tir en continu des armes à feu.
4450,Balles
4451,Nom. de balles dans un seul chargeur. Vous ne pouvez continuer à tirer qu’après avoir changé un chargeur vide.
4452,Mode de tir
4453,Le fait que le contrôle de tir ou la recharge consomme des balles ou non
4454,Munitions
4455,Description des munitions
4456,Quantité de consommation
4457,Description de la quantité de consommation
4458,Chute de gravité
4459,Description de la chute de gravité
4460,Chute de cube
4461,Description de la chute de cube
4462,Type collision
4463,"Contrôle si un cube peut être pénétré : pénétrable par l’air, impénétrable par les solides, pénétrable par les liquides mais réduit la vitesse, peut être traversé seulement par les projectiles."
4464,Air
4465,Pénétrable
4466,Solide
4467,Impénétrable
4468,Liquide
4469,Pénétrable mais réduit la vitesse
4470,Ne bloque pas les projectiles
4471,peut être traversé seulement par les projectiles
4472,Aucune consommation
4473,La recharge n’a aucune consommation
4474,Consommation
4475,La recharge consomme des matériaux
4476,Tir illimité
4477,Le tir n’a aucune consommation
4478,Type d’élément
4479,Cubes
4480,Articles divers
4481,Outils
4482,Un ensemble d’éléments
4483,Monstres
4484,UID
4485,Arc
4486,Munitions/missiles
4487,Équipements
4488,Canons
4489,Aliments
4490,Outils et projectiles
4491,Outils et aliments
4492,Cubes et aliments
4493,@Null@
4494,@Null@
4495,@Null@
4496,@Null@
4497,@Null@
4498,@Null@
4499,@Null@
4500,Non
4501,Oui
4502,Melée
4503,À distance
4504,Explosion
4505,Créatures de collision
4506,Cubes de collision
4507,Biologie et blocage
4508,Touchez Tirer
4509,Explosion
4510,Outils ordinaires
4511,Touchez le cube cible
4512,Touchez le cube liquide
4513,Touchez le bouton Utiliser
4514,Arme à distance (Bow)
4515,Utilisation du sac à dos
4516,Utiliser dans le pack
4517,Arme longue portée (pistolet)
4518,Arme longue portée (pistolet)
4519,Le magasin est temporairement fermé.Veuillezaller sur Google Play Store /App Store pour recharger.
4520,La recharge sera bientôt disponible
4521,Vous avez joué pendant 2 heures.
4522,Fatigué après la balade. Faites un pause. Il est conseillé de faire une balade avec plus de gens en ligne
4523,Veuillez d’abord cocher pour accepter l’accord utilisateur de transfert d’œuvres et de galerie
4530,Court
4531,Moyen
4532,Long.
4533,Long
4534,Moyen
4535,Plus
4536,Réduit
4537,Moyen
4538,Élevé
4539,Lent
4540,Moyen
4541,Rapide
4542,Sélectionnez les munitions
4543,Préréglage
4544,Personnalisé
4545,Sélectionnez les munitions
4546,Préréglage
4547,Personnalisé
4548,Astuce : un nouvel accessoire personnalisé peut être trouvé en cliquant sur Pack ensuite Modifier dans le mode de modification
4549,Sélectionnez l’apparence du cube
4550,Nombre maximum pour la pile
4551,Attaquer coûtera de la durabilité
4552,Type d’outils
4553,Aucun
4554,Hache
4555,Pioche
4556,Pelle
4557,Ciseaux
4558,@Null@
4559,@Null@
4560,@Null@
4561,@Null@
4562,@Null@
4563,Niveau d’outil
4564,La collecte coûtera de la durabilité
4565,Restauration des matériaux
4566,Restaurer la valeur
4567,Prime de vitesse initiale
4568,Jetable
4569,Mode de charge
4570,Charge normale
4571,Cast à la charge max
4572,Pas besoin de charger
4573,Intervalle de lancer
4574,Type de canons
4575,Pistolet
4576,Mitraillette
4577,Fusil de sniper
4578,Mitraillette
4579,Fusil à pompe
4580,@Null@
4581,@Null@
4582,@Null@
4583,@Null@
4584,@Null@
4585,Poids
4586,Attribut de base
4587,Attribut de collecte
4588,Attribut Durée
4589,Attribut d’objet volant
4590,Créer un objet personnalisé
4591,Veuillez sélectionner un type d’élément pour créer
4592,Veuillez sélectionner un type d’élément
4593,Intervalle de lancer
4594,"Le type de pistolet affecte l’impulsion arrière, l’effet sonore et le feu fx."
4595,"Le type d’outil et son niveau peuvent affecter les types de cubes qu’il peut collecter, par exemple, la pioche, le niveau 1 peut collecter des pierres, le niveau 2 des minerais de fer, le niveau 3 des minerais d’or."
4596,Brisé par projectile
4597,Casser le bloc
4598,Informations sur le mode de prise de vue
4599,Manuel
4600,Semi-Auto
4601,Complètement automatique
4602,Recueillir des cubes
4603,"Lorsque le point de faim>=#c0aaa1a%s#n,à un taux de #c0aaa1a%s#n collecter #c0aaa1a%s#n proche"
4604,Probabilité d'exécution
4605,Plage de recherche
4606,Cible d'acquisition
4607,Si le but est mature
4608,Vitesse de déplacement
4609,Juger la faim
4610,Consommation de faim
4611,Point /seconde
4612,"
Ramasser"
4613,"Lorsque le point de faim>= #c0aaa1a%s#n, il y a un taux de #c0aaa1a%s#n à sélectionner #c0aaa1a%s#n à proximité, jusqu'à ce qu'il soit collecté #c0aaa1a%s#n"
4614,Ramasser cible
4615,Quantité de stockage
4616,Espace de rangement
4617,"Lorsque le point de faim>= #c0aaa1a%s#n, et la quantité de #c0aaa1a%s#n >=#c0aaa1a%s#n, il y a une probabilité de #c0aaa1a%s#n à le stocker dans #00A818%s#n."
4618,Article à stocker
4619,Numéro d'article
4620,Stocker la cible
4621,Sélection du conteneur
4622,@Null@
4623,@Null@
4624,@Null@
4625,@Null@
4626,Plante
4627,"Lorsque le point de faim>= #c0aaa1a%s#n, à un taux de #c0aaa1a%s#n, il utilisera #c0aaa1a%s#n à #c0aaa1a%s#n"
4628,Bloc cible
4629,Utiliser l'article
4630,Article selecti
4631,Utiliser l'article
4632,@Null@
4633,@Null@
4634,@Null@
4635,Guard
4636,"When hunger point>#c0aaa1a%s#n,there is a rate of #c0aaa1a%s#n to guard on #c0aaa1a%s#n"
4637,Guarding block
4638,Prendre
4639,"When hunger point>=#c0aaa1a%s#n,there is a rate of #c0aaa1a%s#n from #c0aaa1a%s#n neaby to take #c0aaa1a%s#n,until the holding quantity reaches #c0aaa1a%s#n"
4640,Sélection du conteneur
4641,Prendre article
4642,Quantité d'article
4643,Artisanat
4644,"Lorsque le point de la faim>= #c0aaa1a%s#n, il y a un taux de #c0aaa1a%s#n en métier #c0aaa1a%s#n"
4645,Sélection de recette
4646,Temps de fabrication
4647,Sélection de recette
4648,Dormir
4649,"Il y a un taux de #c0aaa1a%s#n pour dormir au moment de #c0aaa1a%s#n, et dormir durera pour #c0aaa1a%s#n heures"
4650,Temps de sommeil
4651,Durée de sommeil
4652,Lieu de couchage
4653,heure
4654,Affamé
4655,"Lorsque le point de faim <#c0aaa1a%s#n, asseyez-vous encore."
