id,马来语
4675,"Tahap kelaparan>#c0aaa1a%s#n, terdapat kebarangkalian#c0aaa1a%s#nhingga#c0aaa1a%s#nmenyuap#c0aaa1a%s#n."
4676,Pilih sasaran
4677,Bolehkah sasaran memasuki pembiakan
4678,Alat yang digunakan
4679,Pilih alat
4680,Alat yang digunakan
4681,@Null@
4682,@Null@
4683,@Null@
4684,Pilih bekas
4685,Bekas
4686,Pilih sasaran blok
4687,Blok
4688,@Null@
4689,@Null@
4690,@Null@
4691,Sila pilih formula
4692,Pencetusan segera
4693,Jangan mencetuskan
4694,Sintesis bahan berikut di kotak alat
4699,@Null@
4700,Adakah anda pasti mahu memadamkan plugin ini?
4701,Umum (semua)
4702,Pengembaraan
4703,Ciptaan
4704,Betanding
4705,Litar
4706,Bukakunci
4707,Parkour
4708,Lain-lain
4709,Model
4710,Rakan
4711,dalam permainan
4712,Dalam talian
4713,Luar talian ...
4714,UID:@1
4715,Dalam talian
4716,Luar talian ...
4717,Hantar
4718,#c49463F Tolong jangan berkongsi kata laluan dan maklumat peribadi anda
4719,Rakan mini
4720,Rakan dalam telefon
4721,Orang yang berdekatan
4722,Kawan
4723,Rakan
4724,Periksa
4725,Kod QR saya
4726,Imbas
4727,Mesej:@1
4728,"Permintaan rakan telah dihantar, tunggu jawapan mereka"
4729,"Pelaksanaan gagal, sila cuba sebentar lagi"
4730,Sekarang anda telah berkawan
4731,Padam semua
4732,Adakah anda pasti mengosongkan semuanya?
4733,Tiada berita
4734,Semoga rakan dengan anda
4735,Kapten mini
4736,"Penghantaran gagal, sila cuba sebentar lagi"
4737,Salah nombor
4738,Ikut
4739,Pengguna tidak wujud
4740,Pihak lain sudah menjadi rakan anda
4741,Bilangan rakan mencapai had atas
4742,Hantar
4743,Gunakan avatar yang menyinggung perasaan
4744,Siarkan kandungan yang menyinggung perasaan
4745,Laporkan dengan jayanya
4746,"Fungsi akan dikeluarkan tidak lama lagi, sila tunggu!"
4747,Cari
4748,Jarak:di bawah@1
4749,Tidak ada pemain berhampiran anda
4750,Muat lebih
4751,Gagal diaktifkan
4752,Berjaya mengesan
4753,Batalkan mengesan
4754,Anda belum mengesan pemain lain
4755,Berhenti mengikut
4756,Maklumat Lanjut
4757,UID: tidak tersedia
4758,Hahaha Jom ke MiniWorld http://www.mini1.cn/
4759,
4760,"Permintaan Akses
 Buka kebenaran buku alamat di Tetapan-Aplikasi-MiniWorld-Kebenaran untuk menggunakan fungsi rakan telefon seperti biasa"
4761,"Permintaan Akses
 Buka kebenaran buku alamat di Seting-Mini World untuk menggunakan fungsi rakan telefon seperti biasa"
4762,"Permintaan Akses
 Hidupkan kebenaran maklumat lokasi di Tetapan-Aplikasi-MiniWorld-Kebenaran untuk menggunakan orang yang berdekatan berfungsi dengan biasa"
4763,"Permintaan Akses
 Hidupkan kebenaran maklumat lokasi di Tetapan-MiniWorld untuk menggunakan orang yang berdekatan berfungsi seperti biasa"
4764,"Sistem rakan dikemas kini! #r#r 1. Menambahkan fungsi mengikuti, anda boleh menyertai bilik rakan pada bila-bila masa. #r#r 2. Sistem perbualan dioptimumkan untuk memudahkan anda berbual dengan rakan. #r#r 3. Menambahkan fungsi perkongsian dalam permainan. #r#r 4. Menambahkan fungsi senarai hitam, anda boleh memasukkan pengacau ke dalam senarai hitam (blacklist). Jadi, ia tidak dibenarkan masuk ke dalam bilik anda."
4765,Bantuan
4766,"@1Baru-baru ini saya bermain permainan kotak pasir butik domestik, saya mencadangkannya kepada anda, dan bermain dengan saya! http://www.mini1.cn/active/index.html"
4767,MiniWorld
4768,"Baru-baru ini saya bermain permainan kotak pasir butik domestik, saya mencadangkannya kepada anda, bermainlah dengan saya!"
4769,Berhenti seketika
4770,Pek tekstur
4771,Buka kunci
4772,Pergi ke penggunaan
4773,Berjaya dibuka
4774,Buka kunci gagal
4775,Anda tidak mempunyai kacang mini yang mencukupi
4776,Tetapan bahan
4777,Bahan
4778,Mula
4779,Pek tekstur lalai
4780,MiniWorld Rasmi
4781,"Pek tekstur tidak dibuka, sila pergi ke bengkel mini untuk membuka kunci"
4782,"Pek tekstur tidak dibuka, pek tekstur lalai akan digunakan"
4783,Tidak dapat mengubah pek tekstur peta yang dimuat turun
4784,Klik di sini untuk memilih menggunakan pek tekstur!
4785,Muat naik plugin gagal
4786,Watak
4787,Kulit
4788,Tunggangan
4789,Versi terlalu rendah
4790,Versi terlalu rendah
4791,Versi terlalu rendah
4792,Versi terlalu rendah
4793,Versi terlalu rendah
4794,Versi terlalu rendah
4795,Versi terlalu rendah
4796,Versi terlalu rendah
4797,Versi terlalu rendah
4798,Versi terlalu rendah
4799,Terbaca
4800,Tanaman
4801,Alat
4802,Lain-lain
4803,Blok
4804,Pertempuran
4805,Sangat kecil
4806,Kecil
4807,Biasa
4808,Besar
4809,Sangat besar
4810,Sangat perlahan
4811,Perlahan
4812,Cepat
4813,Sangat cepat
4814,Dekat
4815,Jarak tengah
4816,Serangan jarak jauh
4817,Dekat
4818,Tengah
4819,Jauh
4820,Pilihan serangan
4821,Kesan Serangan
4822,Pasukan hijau
4823,Pasukan Kuning
4824,Pasukan Jingga
4825,Pasukan Ungu
4826,Ubah kaedah serangan
4827,Versi terlalu rendah
4828,Versi terlalu rendah
4829,Versi terlalu rendah
4830,Versi terlalu rendah
4831,Versi terlalu rendah
4832,Versi terlalu rendah
4833,Tujuan menetapkan kumpulan makhluk adalah memastikan makhluk itu tidak menyerang dan mecenderakan makhluk dan pemain lain yang berada di kumpulan yang sama. Lalai pemilik rumah adalah pasukan merah.
4834,Versi terlalu rendah
4835,@Null@
4836,@Null@
4837,@Null@
4838,Batal
4839,ekstrak
4840,Sila pilih tarikh lahir anda
4841,Petua: Jangan berkongsi maklumat peribadi
4842,Anda menetapkan usia di bawah tiga belas tahun dan tidak boleh menggunakan ciri ini
4843,Tahun
4844,Bulan
4845,"(Setelah pengesahan, ia tidak dapat diubah, sila isi dengan teliti)"
4846,Model miniatur buat sementara waktu tidak tersedia untuk blok medan
4847,Tidak tersedia semasa waktu aktif
4848,@Null@
4849,Fungsi pengisian semula tidak tersedia buat sementara waktu
4850,Jan
4851,Feb
4852,Mac
4853,Apr
4854,Mei
4855,Jun
4856,Jul
4857,Ogos
4858,Sep
4859,Okt
4860,Nov
4861,Dis
4862,<
4863,@Null@
4864,@Null@
4865,@Null@
4866,"Anda akan menggunakan@1untuk menebus@2salinan@3, sila sahkan"
4867,Rumah harta karun mini
4868,Dimiliki:
4869,Pertukaran rekod
4870,Bilangan pertukaran
4871,Item
4872,Masa
4873,Kuantiti
4874,Guna
4875,Pengesahan kuantiti
4876,Boleh dituntutkan
4877,Tuntut
4878,Terima
4879,Dapatkan
4880,Sila pilih
4881,Kemahiran penyejukan
4882,Log Masuk
4883,Tinggalkan
4884,Memohon UID
4885,Sila masukkan nombor yang lengkap
4886,Sekali lagi
4887,Sertailah
4888,Tuan rumah menjemput anda untuk mengadakan pusingan lain
4889,"Tuan rumah dibuka semula, harap bersabar"
4890,Catatan: #c0aaa1aKacang Mini#n boleh mendapatkan lebih ganjaran atau membuka kunci koleksi alat peraga di rumah
4891,Ditambah ke akaun
4892,Berjaya dibuka
4893,Pemecahan tidak mencukupi
4894,"Pertahanan jarak jauh:@1, mengurangkan kerosakan jarak jauh yang diterima oleh @2%"
4895,"Elemen pertahanan:@1, mengurangkan @2% kerosakan elemen yang diterima"
4896,tidak diketahui
4897,Perspektif semasa terkunci
4898,Kapten mini telah menyediakan penghargaan kecil untuk anda
4899,Kemas kini diperlukan
4900,Main
4901,Batalkan
4902,"Bilangan orang di bengkel semasa adalah #cef2d2dbanyak#n, menunggu sebaris, muat turun akan bermula selepas (@1s)"
4903,Dalam Talian (@1@2#n)
4904,Tersedia
4905,Sibuk
4906,Penuh
4907,@Null@
4908,"Kod pengaktifan yang anda masukkan tidak betul, sila periksa nombornya."
4909,"Kod pengaktifan ini tidak berlaku untuk platform semasa, sila pergi ke pusat pengumpulan untuk memeriksa keterangan paket."
4910,"Kod pengaktifan ini tidak berlaku untuk versi saat ini, silakan pergi ke tempat pengumpulan untuk memeriksa keterangan paket."
4911,Anda sudah menerima pakej hadiah seperti ini dan tidak dapat menuntut lagi.
4912,Kod pengaktifan telah tamat dan tidak dapat dituntut.
4913,Pek hadiah telah tamat dan tidak boleh dituntut.
4914,Jumlah pakej yang diterima hari ini telah mencapai had atas.
4915,Jumlah pek hadiah yang diterima telah mencapai had atas.
4916,Jumlah pakej yang diterima hari ini telah mencapai had atas.
4917,Jumlah pek hadiah yang diterima telah mencapai had atas.
4918,"Pek hadiah ini tidak berlaku untuk platform semasa, sila pergi ke pusat pengumpulan untuk memeriksa keterangan pek hadiah."
4919,"Paket hadiah ini tidak berlaku untuk versi semasa, sila pergi ke tempat pengumpulan untuk memeriksa keterangan mengenai paket hadiah."
4920,"Anda tidak dapat menuntut paket hadiah seperti ini lagi hari ini, sila cuba lagi esok"
4921,Tidak dapat menuntut beg hadiah seperti ini lagi
4922,"Anda tidak dapat menuntut paket hadiah seperti ini lagi hari ini, sila cuba lagi esok"
4923,Tidak dapat menuntut beg hadiah seperti ini lagi
4924,"Kod pakej dimasukkan dengan tidak betul, cuba salin dan tampal ~"
4925,"Kod pakej telah digunakan, sila ubah ke kod pakej yang lain"
4926,Tidak tersedia kerana platform yang berbeza
4927,Jumlah pek hadiah yang diterima telah mencapai had atas.
4928,"Dengan bantuan kapten mini, anda dapat meneruskan pengembaraan kali ini #c0aaa1a secara percuma #n!"
4929,"Tetapi kapten mini telah menyediakan hadiah kecil untuk anda, datang dan berehat!"
4930,Terima hadiah kecil
4931,Refresh
4932,Percuma refresh
4933,Percuma
4934,Pengesahan persekitaran rangkaian
4935,Telefon bimbit anda kini berada di rangkaian mudah alih. Menonton iklan akan memakan lalu lintas. Adakah anda pasti mahu terus menonton?
4936,Selesaikan
4937,Sekali
4938,1. Operasi asas
4939,Pindahkan watak\n#cFFFFFFHadapan#n
4940,#cFFFFFFGeser ikon#n
4941,Kiri
4942,Kanan
4943,Belakang
4944,(Klik kiri) Pecahkan blok
4945,(Klik kanan) Letakkan blok
4946,Sudut pandangan ke kiri \n putar
4947,Sudut pandang ke kanan \ntunjuk
4948,2. Operasi lanjutan
4949,Tekan (kekunci B) untuk membuka beg galas
4950,Kekunci nombor 1-8 sesuai dengan kekunci pintasan grid 1-8
4951,(Klik kiri) Pilih item
4952,(Klik kanan) Guna item
4953,"Tiga, operasi lain"
4954,Anak panah kiri dan kanan untuk menukar halaman
4955,Tekan Bantuan /Tutup Bantuan
4956,Tekan (kekunci Esc) untuk melangkau
4957,Tekan (Spacebar untuk meneruskan plot)
4958,Kawalan kedudukan kunci (lalai)
4959,"#c1affda[~]#cbdefe7Tukar crosshair dan tetikus
 #c1affda[butang kiri tetikus]#cbdefe7Serang, tekan lama untuk menghancurkan blok
 #c1affda[butang kanan tetikus]#cbdefe7Letakkan blok dan berinteraksi dengan blok /NPC
 #c1affda[Roda tetikus]#cbdefe7Kotak pilihan bar item
 #c1affda[pergerakan tetikus]#cbdefe7Gerakkan kamera
 #c1affda[W A S D]#cbdefe7Watak bergerak ke belakang, ke kiri dan ke kanan
 #cfae52f[L-Shift]#cefe2bdmenyelinap, melekap, terbang, turun
 #cfae52f[Space]#cefe2bdmelompat, naik (terbang, berenang)
 #cfae52f[klik dua kali Spacebar]#cefe2bdTerbang (mod kreatif) """
4960,Pilih watak yang anda suka
4961,Klik untuk meneruskan
4962,Klik spacebar
4963,Langkau
4964,Anda mempunyai tugas baru
4965,Dikongsi
4966,"#cfae52f[1 ~ 8]#cefe2bdBar pintasan item 1-8
 #cfae52f[L-Ctrl]#cefe2bdPecut
 #cfae52f[B]#cefe2bdBuka /Tutup bar beg galas
 #cfae52f[G]#cefe2bdBuang item
 #cf1cfff[ESC]#nBuka /Tutup antara muka tetapan
 #cf1cfff[Tab]#nSenarai pemain
 #cf1cfff[J]#nPeraturan mod Main
 #cf1cfff[V]#nSusun secara automatik (bar ransel)
 #cf1cfff[F1]#nBantuan"
4967,"#cf1cfff[F2]#n Mula /tamat rakaman
 #cf1cfff[F5]#n Tukar perspektif
 #cf1cfff[F9]#n Sembunyikan antara muka
 #cf1cfff[F10]#n Tangkapan Skrin
 #cf1cfff[F11]#n Skrin penuh
 #cf1cfff[C]#n Semakan status
 #cf1cfff[Enter]#n Sembang
 #cf1cfff[R]#n Tukar majalah
 #cf1cfff[H]#n Panggil tunggangan"
4968,"#cf1cfff[M]#n Peta kecil
 #cf1cfff[L]#n Pencapaian
 #cf1cfff[I]#n Gudang
 #cf1cfff[O]#n Berpakaian
 #cf1cfff[P]#n Pusat beli-belah
 #cf1cfff[[]#n Sembang suara
 #cf1cfff[F]#n Rakan
 #cf1cfff[X]#n Tindakan
 #cf1cfff[Y]#n Perpustakaan Sumber
 #cf1cfff[Z]#n Deformasi"
4969,"Peta permainan diset semula setelah keluar, semua kebenaran tidak sah"
4970,peta lain
4971,Akan datang ke Bengkel Mini#r#c0aaa1a(Terdapat banyak peta yang menyeronokkan di Bengkel Mini)#n
4972,Gagal memainkan iklan dan gagal mendapat ganjaran
4973,Penyediaan iklan
4974,Masa pematangan buah dipendekkan oleh@1
4975,Minit
4976,Saat
4977,Iklan tidak siap
4978,"Untuk mengelakkan anak-anak beranak memusnahkan peta, disarankan untuk menyimpan sandaran #c0aaa1a #n terlebih dahulu, klik ""sahkan"" untuk membuat sandaran dan buat ruangan berbilang orang, klik ""Batal"" untuk membuat bilik berbilang orang secara langsung"
4979,Pecutan
4980,Iklan belum siap!
4981,Memohon kebenaran bilik
4982,"Tuan rumah telah menerima permohonan, sila cuba sebentar lagi"
4983,Permohonan kebenaran anda diluluskan
4984,Tuan rumah telah menolak permohonan anda
4985,"Tuan rumah mungkin dalam panggilan, sila tunggu ..."
4986,@Null@
4987,@Null@
4988,@Null@
4989,@Null@
4990,@Null@
4991,@Null@
4992,@Null@
4993,@Null@
4994,Tolak
4995,Terima
4996,Permintaan izin
4997,#R Pelawat
4998,Bebas
4999,Akses :
5000,"Platform yang berbeza tidak dapat ditukar, sila pergi ke#c0aaa1a@1#nuntuk memuat turun log masuk MiniWorld"
5001,@Null@
5002,@Null@
5003,@Null@
5004,@Null@
5005,@Null@
5006,@Null@
5007,@Null@
5008,@Null@
5009,@Null@
5010,@Null@
5011,@Null@
5012,@Null@
5013,@Null@
5014,@Null@
5015,@Null@
5016,@Null@
5017,@Null@
5018,@Null@
5019,@Null@
5020,@Null@
5021,@Null@
5022,@Null@
5023,@Null@
5024,@Null@
5025,@Null@
5026,@Null@
5027,@Null@
5028,@Null@
5029,@Null@
5030,@Null@
5031,@Null@
5032,@Null@
5033,@Null@
5034,@Null@
5035,@Null@
5036,@Null@
5037,@Null@
5038,@Null@
5039,@Null@
5040,@Null@
5041,@Null@
5042,@Null@
5043,Google
5044,@Null@
5045,@Null@
5046,@Null@
5047,@Null@
5048,@Null@
5049,@Null@
5050,@Null@
5051,@Null@
5052,@Null@
5053,@Null@
5054,@Null@
5055,@Null@
5056,@Null@
5057,@Null@
5058,@Null@
5059,@Null@
5060,@Null@
5061,@Null@
5062,@Null@
5063,@Null@
5064,@Null@
5065,@Null@
5066,@Null@
5067,@Null@
5068,@Null@
5069,@Null@
5070,@Null@
5071,@Null@
5072,@Null@
5073,@Null@
5074,@Null@
5075,@Null@
5076,@Null@
5077,@Null@
5078,@Null@
5079,@Null@
5080,@Null@
5081,@Null@
5082,@Null@
5083,@Null@
5084,@Null@
5085,@Null@
5086,@Null@
5087,@Null@
5088,@Null@
5089,@Null@
5090,@Null@
5091,@Null@
5092,@Null@
5093,@Null@
5094,@Null@
5095,@Null@
5096,@Null@
5097,@Null@
5098,@Null@
5099,@Null@
5100,@Null@
5101,@Null@
5102,@Null@
5103,@Null@
5104,@Null@
5105,@Null@
5106,@Null@
5107,@Null@
5108,@Null@
5109,@Null@
5110,@Null@
5111,@Null@
5112,@Null@
5113,@Null@
5114,@Null@
5115,@Null@
5116,@Null@
5117,@Null@
5118,@Null@
5119,@Null@
5120,@Null@
5121,@Null@
5122,@Null@
5123,@Null@
5124,@Null@
5125,@Null@
5126,@Null@
5127,@Null@
5128,@Null@
5129,@Null@
5130,@Null@
5131,@Null@
5132,@Null@
5133,@Null@
5134,@Null@
5135,@Null@
5136,@Null@
5137,@Null@
5138,@Null@
5139,@Null@
5140,@Null@
5141,@Null@
5142,@Null@
5143,@Null@
5144,@Null@
5145,@Null@
5146,@Null@
5147,@Null@
5148,@Null@
5149,@Null@
5150,@Null@
5151,@Null@
5152,@Null@
5153,@Null@
5154,@Null@
5155,@Null@
5156,@Null@
5157,@Null@
5158,@Null@
5159,@Null@
5160,@Null@
5161,@Null@
5162,@Null@
5163,@Null@
5164,@Null@
5165,@Null@
5166,@Null@
5167,@Null@
5168,@Null@
5169,@Null@
5170,@Null@
5171,@Null@
5172,@Null@
5173,@Null@
5174,@Null@
5175,@Null@
5176,@Null@
5177,@Null@
5178,@Null@
5179,@Null@
5180,@Null@
5181,@Null@
5182,@Null@
5183,@Null@
5184,@Null@
5185,@Null@
5186,@Null@
5187,@Null@
5188,@Null@
5189,@Null@
5190,@Null@
5191,@Null@
5192,@Null@
5193,@Null@
5194,@Null@
5195,@Null@
5196,@Null@
5197,@Null@
5198,@Null@
5199,@Null@
5200,@Null@
5201,Maklumat pertanyaan
5202,Teruskan permainan
5203,(Masukkan e-mel anda)
5204,@Null@
5205,@Null@
5206,@Null@
5207,@Null@
5208,@Null@
5209,@Null@
5210,@Null@
5211,@Null@
5212,@Null@
5213,@Null@
5214,@Null@
5215,@Null@
5216,@Null@
5217,@Null@
5218,@Null@
5219,@Null@
5220,@Null@
5221,@Null@
5222,@Null@
5223,@Null@
5224,Kembali ke halaman sebelumnya (anak panah kiri ←)
5225,(Anak panah kanan →) lompat ke halaman seterusnya
5226,Anda berpisah: dalam@1m
5227,Anda berpisah: di luar@1m
5228,Bilangan rakan dari pihak lain sudah penuh
