id,越南语
8626,"1 Khả năng của vật phẩm có thể tạo ra nhiều hiệu ứng khác nhau, ví dụ phá hủy khối vuông phạm vi lớn, đánh bay tập thể vv...
2 Mỗi vật phẩm chỉ có thể có 1 khả năng, nhưng vật ném có thể thêm 10 khả năng và có thể có nhiều phản ứng cùng một lúc.
3 Còn nhiều cách nữa đang chờ bạn khám phá đó!"
8627,Phản ứng
8628,Sử dụng
8629,Mục tiêu
8630,Phạm vi
8631,Tiêu hao
8650,Tương tác với khối khác
8651,"Đối với #c0aaa1a%s#n trong phạm vi, tiến hành #c0aaa1a%s#n."
8652,Tấn công
8653,Gây #c0aaa1a%d#n điểm sát thương và đánh bay mục tiêu.
8654,Hạ gục
8655,Dùng để đánh sinh vật hoặc đập các vật phẩm có đặc tính vật lý
8656,Triệu hồi sinh vật
8657,Triệu hồi #c0aaa1a%s#nx#c0aaa1a%d#n để cùng chiến đấu với bạn trong #c0aaa1a%d#n giây
8658,Tăng Sức Mạnh
8659,"Cơ hội cho mục tiêu #c0aaa1a%d%%#n, tình trạng #c0aaa1a%s#n, kéo dài #c0aaa1a%d#n giây."
8660,Bắn vật ném
8661,Bắn #c0aaa1a%s#n về phía mục tiêu
8662,Phục Hồi
8663,Hồi phục #c0aaa1a%s#nx#c0aaa1a%d#n cho mục tiêu
8664,Tương Tác Với Khối Khác (Ném)
8665,Tấn công (Ném)
8666,Hạ Gục (Ném)
8667,Triệu hồi sinh vật (Ném)
8668,Tăng Sức Mạnh (Ném)
8669,Phục Hồi (Ném)
8999,@Null@
9001,Skin mặc định
9002,"Kích hoạt Totem sẽ mất đi ký hiệu đầu tiên, sẽ lấy vị trí hiện tại là mốc mới nhất"
9003,Hot
9004,Kinh điển
9005,Trốn khỏi Khu Ô Nhiễm
9006,Chế độ kinh điển
9007,Chế độ sáng tạo
9008,Cài đặt
9009,Còn @1 ngày
9010,#LTải Plugin trước đó#n
9011,Mật khẩu bao gồm chữ và số. Từ 8-12 ký tự
9012,Mật khẩu 
9013,Nhập MK bao gồm chữ và số
9014,Nhập lại MK
9015,Mật khẩu chữ
9016,Chọn câu hỏi
9017,Có thể nhập chữ và số
9018,Người bạn ấn tượng nhất
9019,Thức ăn yêu thích của bạn
9020,Động vật yêu thích của bạn
9021,Nơi bạn muốn đến nhất
9022,Món quà đầu tiên
9023,Con số may mắn
9024,#L Đăng nhập MK chữ #n
9025,#L Đăng nhập MK số và chữ #n
9026,Trả lời
9027,Câu hỏi
9028,Người bạn ấn tượng nhất
9029,Thức ăn yêu thích của bạn
9030,Động vật yêu thích của bạn
9031,Nơi bạn muốn đến nhất
9032,Món quà đầu tiên
9033,Con số may mắn
9034,"Hãy nhập mật khẩu bao gồm 8-12 ký tự (Có thể là chữ cái KHÔNG DẤU, chữ số)"
9035,"Để đảm bảo an toàn cho tài khoản, hãy nhập lại mật khẩu (gồm 8-12 ký tự)"
9048,Thanh toán trên trang web
9049,Vui lòng click mục trên và chuyển tới thanh toán qua web
9050,Không hỗ trợ Nạp
9051,@Null@
9052,@Null@
9053,@Null@
9054,@Null@
9055,"Sau khi chọn xong, mặc định tải nội dung Plugin tự chọn"
9056,Skin này sẽ thay đổi:
9057,DS Thú Cưỡi
9058,DS Nhân Vật
9059,Phòng server
9060,Cây trồng
9061,Công cụ
9062,Linh tinh
9063,Khối vuông
9064,Không thể đặt Totem gỗ đào trong Flamas
9065,Tạo phòng
9066,Cài đặt xem chiến
9067,Mở xem chiến thất bại
9068,Tất cả phòng
9069,Phòng người chơi
9070,Phòng NPH
9071,Map tác giả
9072,Tạo phòng
9073,Người chơi trước
9074,Người chơi sau
9075,Đổi
9076,Có thể phá /đặt khối vuông
9077,Không thể phá /đặt khối
9078,Đang xem chiến
9079,Bình luận
9080,Kiểu phòng
9081,Chọn map
9082,Cài đặt phòng
9083,Đổi server
9084,Hot
9085,Chưa có map
9086,WIFI
9087,Hotspot
9088,Rương rơi
9089,Trọng tài
9090,Tệp map bị hỏng: kiểm tra lỗi
9091,Tệp map bị hỏng: Lỗi giải nén
9092,Tệp map bị hỏng: Lỗi kiểm tra nội dung
9093,Tải xuống thất bại: Tệp map không tồn tại
9094,Tải xuống thất bại: Không tìm thấy tệp map
9095,Tự do tạo ra thế giới của riêng bạn
9096,Cài đặt địa hình
9097,Chỉnh sửa địa hình
9098,Tạo địa hình
9099,Tạo bề mặt
9100,Tạo sinh vật
9101,Tạo khoáng vật
9102,Chiều cao địa hình
9103,Chiều cao ngẫu nhiên
9104,Chiều cao trung bình
9105,Chiều cao tối đa
9106,Khối vuông bề mặt
9107,Khối vuông lớp điền
9108,Độ dày lớp điền
9109,Xác suất sản sinh địa hình
9110,Tên khối vuông
9111,Ô
9112,Núi băng
9113,Lưu vực
9114,Rừng trúc
9115,Rừng đào
9116,Rìa lưa vực
9117,Thực vật
9118,Kiến trúc
9119,Công cụ
9120,Chọn thực vật
9121,Mật độ thảm thực vật
9122,Chọn khối vuông
9123,Thưa thớt
9124,Bình thường
9125,Động vật
9126,Động vật hiếm
9127,Sinh vật bay
9128,Quái vật
9129,Hãy chọn sinh vật cần thêm
9130,Xem tỷ lệ sinh vật sản sinh
9131,Tổng số tối đa là
9132,Con
9133,Khoáng thạch
9134,Chiều cao của khoáng thạch sẽ xuất hiện
9135,Thêm khoáng sản
9136,Thay thế khối vuông
9137,@Null@
9138,Trực tiếp sản sinh
9139,Kho dữ liệu của bạn đã lâu không có chia sẻ. Chia sẻ thường xuyên có thể tránh bị mất dữ liệu!
9140,Bỏ qua và bắt đầu
9141,Chia sẻ
9142,Nhiều nhất @1 cái
9143,Xác suất xuất hiện
9144,Số lượng khoáng thạch trong mạch khoáng
9145,Mật độ sản sinh của mạch khoáng
9146,Thuộc tính cao cấp của khoáng vật
9147,Biển băng
9148,Sông băng
9149,Đất đỏ
9150,Bờ Biển Đỏ
9151,Cồn cát
9152,Rừng Rậm Cao
9153,Rừng thông
9154,Cao nguyên rừng thưa
9155,Sông
9156,Bãi biển
9157,Rìa núi
9158,Rất ít
9159,Hơi ít
9160,Bình thường
9161,Hơi nhiều
9162,Rất nhiều
9163,"Bạn đã cài đặt mật khẩu, lần sau khi vào game cần nhập mật khẩu để đăng nhập nhé.#r1 Lưu vào #cfa7a0f Local #n Quên mật khẩu thuận tiện để xem, #r2. Xin đừng nói với người khác, đừng lưu #n trên #cfa7a0f thiết bị công cộng. #r #r Lưu mật khẩu tài khoản vào #cfa7a0f Desktop #n?"
9164,"1. Lưu vào #cfa7a0f Điện thoại #nNhận mật khẩu của bạn để dễ xem, #r2. Vui lòng không thông báo cho người khác, không lưu #n trên #cfa7a0f thiết bị công cộng. #r #r Lưu mật khẩu tài khoản vào #cfa7a0f album điện thoại #n?"
9165,Thông tin mật khẩu tài khoản Đã lưu vào #cfa7a0f Máy tính - Máy tính để bàn #n
9166,Thông tin mật khẩu tài khoản đã được lưu vào #cfa7a0f album điện thoại #n
9167,Thông tin tài khoản và mật khẩu
9168,Vào ngay
9169,Xem map
9170,Không tải lên hoặc không thể tải xuống
9171,Một lát sau
9172,Tải về
9173,Cập nhật tải xuống đã bị chấm dứt.
9174,"Gợi ý tải gói chất liệu @1 để chơi game tốt hơn. #r ( Bạn đang sử dụng dữ liệu mạng, tải về sẽ tốn dữ liệu Internet của bạn. Thoát game vào lại nếu bạn muốn tải vào lần sau)"
9175,Phối đồ DIY
9176,Bạn chắc chắn Xóa bộ này? 
9177,Lưu bộ đồ hiện tại?
9178,Lưu cả bộ
9179,DS mong ước
9180,Mua hết
9181,"Chưa sở hữu, vui lòng mua đồ trước khi lưu."
9182,"Bạn phải trả #c0aaa1a @1 × @2 #khi mua.#cfa7a0f@3#nxác nhận để tiếp tục. #R (Tận hưởng niềm vui, mua hàng loạt)"
9183,"Vị trí lưu đã đầy, vui lòng xóa bớt những DIY không cần thiết"
9184,"Điều này sẽ có giá #c0aaa1a @1 × @2 #để mở khóa.#cfa7a0f@3#nconfirm để tiếp tục. #R (Tận hưởng niềm vui, mua hàng loạt)"
9185,Đã sở hữu vĩnh viễn
9186,Xem thêm
9187,Lưu và quay lại trang DIY?
9188,Kích thước
9189,Nhỏ bé
9190,Vừa
9191,Lớn
9192,Lưu
9193,Đi bộ
9194,Nhảy
9195,Đứng gần
9196,Giản dị
9197,Con gái
9198,Con trai
9199,Đứa trẻ
9200,Anh chàng phong độ
9201,Skin
9202,Màu sắc
9203,Nam
9204,Nữ
9205,Chưa sở hữu
9206,Đã mua
9207,Giá ↑
9208,Giá ↓
9209,Mới nhất
9210,Phức tạp
9211,Lưu trên server và thoát?
9212,Không
9213,Lưu và thoát
9214,Điều khoản sử dụng và chính sách bảo mật
9215,"Điều khoản sử dụng và chính sách bảo mật
Gần đây, chúng tôi đã cập nhật #LĐiều khoản sử dụng@@1#n và #LChính sách bảo mật của chúng tôi@@2#n:

Bằng cách nhấn vào Đồng ý bên dưới, bạn xác nhận và đồng ý rằng bạn đã đọc và hiểu Điều khoản sử dụng và Chính sách bảo mật của Miniplay và đồng ý bị ràng buộc theo đó.

Nếu bạn có bất kỳ câu hỏi, ý kiến hoặc khiếu nại, xin vui lòng liên hệ với chúng tôi tại miniwantech@gmail.com. "
9216,Thoát
9217,Tôi đồng ý
9218,Tài khoản đã xóa
9219,"Tài khoản đã xóa, không thể đăng nhập"
9220,Bạn đã đồng ý với Điều khoản sử dụng và Chính sách bảo mật
9221,Xóa tài khoản
9222,"1.Cảnh báo khi bạn xóa tài khoản : Tất cả thông tin, vật phẩm, xu Mini và Map sẽ bị xóa vĩnh viễn), để xóa tài khoản, bạn hãy gửi thư đến: MiniworldCustomerService@gmail.com #cef2d2d ,bắt buộc cung cấp những thông tin sau: 1. lý do xóa tài khoản, 2.Thông tin cá nhân của bạn, 3.UID và Mật khẩu; 4.Lịch sử giao dịch khi nạp xu (Nếu có). #n
2. Yêu cầu của bạn sẽ được xử lý trong vòng 14 ngày làm việc. Vui lòng kiểm tra hộp thư của bạn để có kết quả cụ thể."
9223,@Null@
9224,@Null@
9225,Privacy Policy
9226,#L#cfa7a0fPrivacy Policy
9227,Tài khoản của bạn đã bị xóa.
9228,Thoát
9229,#c0aaa1a@1×@2#nmở khóa
9230,Kích thước
9231,Cử chỉ
9232,Tên
9233,Nhấn để nhập tên
9234,Bộ lọc
9235,Tóc
9236,Trạng thái
9237,Mặt
9238,Áo
9239,Quần
9240,Giày
9241,Thiết bị đặc biệt
9242,Hiệu ứng
9243,Đính
9244,DS mong ước
9245,Kiểu
9246,Phối đồ DIY
9247,#c0aafff @1 ngày @2 giờ @Còn 3 phút để thử
9248,#cda6fffĐang mua hạn chế: @1 ngày @2 giờ @3 phút còn lại #n
9249,Danh sách mua hàng: #r@1#n
9250,Skin DIY
9251,đã lưu thành công
9252,Mức +1
9253,Mặc đồ
9254,#cfa7a0f@1#n #c0aaa1a@2x@3#n#r
9255,Chỉnh sửa
9256,Mục mới: @1 ăn mặc!
9257,Mở khóa
9258,Đang tải xuống
9259,"Không thể lưu, không chỉnh được."
9260,Nhấn để chỉnh sửa
9261,"Tải không thành công, vui lòng thử lại sau"
9262,"Đang tải, đợi chút"
9263,Tải xuống...
9264,Thân hình
9265,Màu sắc
9266,Tone
9267,Độ bão hòa
9268,độ sáng
9269,Vùng màu @1
9270,Vui lòng trang bị phần này và thử lại
9271,Chưa sở hữu
9272,DS mong ước đầy
9273,Tất cả skin mong ước sẽ ở đây
9274,DS mong ước
9275,DS mong ước
9276,Tên
9277,Phụ kiện
9278,Tay
9279,Dấu chân
9280,Danh sách mong ước không hợp lệ
9281,Đã có trong DS mong ước
9282,Đã thêm vào DS mong ước
9283,Mặc đồ
9284,Đã dùng skin
9285,Hot
9286,Mua thất bại
9287,Mua thất bại. Vui lòng kiểm tra kết nối mạng
9288,Bạn đã có đồ này. Vui lòng mở lại trang này
9289,"Vị trí lưu DIY đã đầy, vui lòng xóa bớt những DIY không cần thiết và thử lại"
9290," Không lưu được. Hãy kiểm tra kết nối mạng"
9291,Đặt nguyên liệu vào trước
9292,Bỏ đồ ra trước
9293,Trước
9294,Sau
9295,Trái
9296,Phải
9297,Trên
9298,Dưới
9299,Bàn Xây Dựng
9300,Chọn Nguyên Liệu
9301,Tên Bản Thiết Kế Công Thức
9302,"Đang thực hiện Công Thức Sao Chép#r#r Giữ Công Thức Sao Chép và chạm vào mặt đất. Chọn khu vực cần sao chép kiến trúc và kết nối điện để thực hiện việc sao chép. Điện năng càng mạnh, tốc độ sao chép càng nhanh#r#r#r Công Thức Sao Chép Hướng Xây Dựng#r#r Hướng Xây Dựng được lựa chọn bởi hướng vị trí của bạn."
9303,Vật phẩm cần thiết
9304,Thông tin công thức
9305,Đặt tất cả
9306,Khu vực xây dựng
9307,@Null@
9308,@Null@
9309,@Null@
9310,Xóa
9311,Khóa
9312,Xem phòng
9313,Đã khóa
9314,Mở khóa
9315,Cộng đồng
9316,Khám phá Mini World ở chế độ chơi đơn
9317,Chuyển tất cả các tin nhắn thành (Đã Đọc)?
9318,Trong @1 chế độ chơi đội (@2)
9319,"Bạn của bạn đang chơi đơn, không thể xem phòng."
9320,Hãy đợi @1 giây và thử khởi động lại
9321,Chơi cùng nhau ở #cfa7a0f@1#n phòng nhiều người
9322,DS bạn chơi gần đây đang trống
9323,Bạn muốn cho người này vào DS Đen?
9324,DS Đen đầy
9325,DS Đen
9326,Bạn chơi gần đây
9327,Đăng map lên Thư Viện Map để có thể chia sẻ 
9328,Yêu cầu
9329,DS Đen trống
9330,Cho phép theo dõi
9331,Người chơi này không cho phép theo dõi
9332,Thêm
9333,Hãy đợi @1 giây và thử mời lại
9334,Quanh Đây
9335,Mời Bạn Khác
9336,"Mini World, nơi bạn tạo nên những điều bá đạo nhất!"
9337,Bạn @1(@2) mời bạn chơi Mini World!
9338,Đăng lên trạng thái
9339,Cập nhật kho lưu trữ @1
9340,Đánh bại boss @1 lần
9341,Khám phá kho báu bí mật @1 lần
9342,Sinh tồn @1 ngày trong chế độ cực hạn
9343,Hạ gục Boss @1 lần trong chế độ cực hạn
9344,Nhận quà từ Mini Captain @1 lần
9345,Tạo map được tuyển chọn hoặc nổi tiếng @1 lần
9346,Người sành sỏi đạt level @1
9347,Số lượng bạn bè đạt tới @1
9348,Số lượng fan đạt tới @1
9349,Nhận @1 Like trên status
9350,Tưới cây @1 lần
9351,Bắt sâu @1 lần
9352,Mở khóa @1 bộ sưu tập
9353,Thu hoạch @1 quả
9354,Cây trong vườn đạt level @1
9355,Số lượng nhân vật đạt Level @1
9356,Mở khóa nhân vật đạt Level @1
9357,Mở khóa @1 skin vĩnh viễn
9358,Mở khóa @1 thần thú
9359,Mở khóa @1 skin DIY
9360,Điền đầy đủ thông tin cá nhân
9361,Đăng nhập liên tục trong @1 ngày
9362,Thợ Săn Boss
9363,Thợ Săn Kho Báu
9364,Bậc Thầy Sinh Tồn
9365,Siêu Chiến Binh
9366,Kẻ May Mắn
9367,Bậc Thầy Kiến Trúc
9368,Giáo Sư Sành Sỏi
9369,Người Bạn Tốt
9370,Người Nổi Tiếng
9371,Được Yêu Thích
9372,Nhà Làm Vườn
9373,Thánh Bắt Sâu
9374,Bậc Thầy Thu Thập
9375,Nhà Nông Ưu Tú
9376,Bàn Tay Vàng
9377,Nhà Sưu Tập
9378,Siêu Nhân
9379,Thánh Hóa Trang
9380,Bậc Thầy Thuần Hóa
9381,Fashionista
9382,Tôi Là Ai?
9383,Đăng nhập hằng ngày
9384,Người bảo vệ Scam
9385,@Null@
9500,Của tôi
9501,Lưu dấu/Lịch sử
9502,Mini Cloud
9503,Thuê Server
9504,Chọn Lưu trữ để mở Sever
9505,Cài đặt 
9506,Quản lý người chơi
9507,Quản lý sao lưu
9508,Trạng thái Server 
9509,Khởi động lại Server
9510,Nâng cấp
9511,Số ID server
9512,Lịch Sử Đăng Nhập
9513,Cơ Bản
9514,Nâng Cao
9515,Thêm
9516,Cao Cấp
9517,Sức chứa tối đa: 10 người #r phù hợp với Map sinh tồn phạm vi 5 người hoặc Map Dev phạm vi 10 người
9518,Sức chứa tối đa: 20 người #r phù hợp với Map sinh tồn phạm vi 10 người hoặc Map Dev phạm vi 20 người
9519,Sức chứa tối đa: 30 người #r phù hợp với Map sinh tồn phạm vi 15 người hoặc Map Dev phạm vi 30 người
9520,Sức chứa tối đa: 40 người #r phù hợp với Map sinh tồn phạm vi 20 người hoặc Map Dev phạm vi 40 người
9521,#L[Điều khoản sử dụng Mini Server] #n
9522,Thuê Mini Server
9523,Tự động gia hạn
9524,"Khi đánh dấu, bạn đã đồng ý ủy quyền cho [Mini Server] để tự động khấu trừ Xu Mini tương ứng để gia hạn trong một tháng trước ngày hết hạn."
9525,Khoảng thời gian
9526,@1 Ngày
9527,Tính năng thanh toán hiện tại không hoạt động
9528,Bạn đang ở trong danh sách Đen nên không thể vào Server này.
9529,"Xin lỗi, Bạn không thể vào Server. Hãy liên hệ với chủ Server để được cho phép truy cập."
9530,Tổng cộng:
9531,Mua
9532,Không gia hạn
9533,Cập nhật: #cda5b0a@1#n(Còn lại @2 Ngày)
9534,"Gia hạn: #cda5b0a@1#n(Sau khi mua, còn lại @2 Ngày)"
9535,#c0aaa0f@1×@2#n
9536,"Trước tiên, hãy đọc và đồng ý với [Điều khoản riêng tư và sử dụng của Mini Server]"
9537,Tạo Mini Server
9538,Chỉ cho phép Bạn Bè
9539,Chỉ cho phép Danh sách Ưu Tiên
9540,Mua Server Thành Công. Hãy chọn map để tạo server.
9541,Cần đóng server tạm thời để nâng cấp. Server sẽ tự động mở lại khi hoàn thành.
9542,Đóng Server sẽ đuổi TẤT CẢ mọi người! Có #cef2d2d@1#n người đang chơi trong Server.
9543,Đóng và cập nhật
9544,Để đóng lúc khác
9545,Cập nhật thành công! Server đã mở trở lại.
9546,Server đã bị đóng
9547,Server đang bảo trì
9548,Tạo Server thành công. Mở cửa server ngay? (Mở để chơi trong Mini Server) 
9549,Cài Đặt Server
9550,Trạng Thái
9551,DS Ưu Tiên
9552,Đang chơi trong Mini Server
9553,Admin
9554,Đưa vào danh sách Ưu Tiên
9555,Đưa vào danh sách Đen
9556,Đặt làm admin (Super)
9557,Cấp quyền admin
9558,Xóa khỏi danh sách Đen
9559,Cho vào danh sách Đen
9560,Nhập dữ liệu
9561,Xóa khỏi danh sác Ưu Tiên
9562,Thêm từ Bạn Bè
9563,Admin(Super)
9564,Admin
9565,Xóa tất cả admin
9566,Xóa tất cả admin (Super)
9567,Tìm UID
9568,"Thêm không thành công, @1 Quá giới hạn"
9569,Hủy Quyền
9570," Admin(Super) có các quyền sau:
"
9571,"Admin(Super) có các quyền sau:
"
9572,#c0aaa1a đang sử dụng
9573,Dung lượng đã dùng: #cfa7a0f@1#n/@2
9574,Mua thêm dung lượng
9575,#LTrạng Thái Server
9576,#L Bảo trì
9577,Thông báo Server
9578,Nhập dữ liệu từ Mini Server dưới đây
