id,印尼语
4744,Memposting sesuatu yg tak sesuai
4745,Laporan telah dikirim
4746,"Sistem segera dirilis, nantikan segera!"
4747,Cari
4748,Jarak : dibawah @1
4749,Tidak ada pemain disekitar
4750,Muat lebih
4751,Gagal mulai
4752,Berhasil follow
4753,Berhasil unfollow
4754,Kamu belum follow siapa pun
4755,Unfollow
4756,Check detail
4757,UID : kosong
4758,Ayo! Main Mini World sekarang! http://miniworldgame.com/
4759,Kontak Hpmu kosong
4760,Permission request. Setting - Aplikasi -  Mini World - Read Contact. Add teman dari contact.
4761,Permission request. Setting - Mini World read contact permission. Add teman dari contact
4762,Permission request.  Setting - Aplikasi - Mini World - Read Location. Bisa lihat orang disekitar.
4763,Permission request.  Setting -  Mini World - Read Location. Bisa lihat orang disekitar.
4764,Update Sistem Pertemanan#r#r 1. Pelacakan teman. Dapat bergabung ke room multiplayer temanmu kapan saja. #r#r 2. Sistem obrolan yang dioptimalkan #r#r 3. Fitur share. Coba sekarang! #r#r 4. Blacklist. Pemain yang telah kamu blokir tidak dapat masuk ke room kamu.
4765,Bantuan
4766,"Ada game yg keren banget nih! Kamu pasti suka! Yuk, main bareng!  http://miniworldgame.com/"
4767,Mini World
4768,"Ada game yg keren banget nih! Kamu pasti suka! Yuk, main bareng!"
4769,Jeda
4770,Tekstur Pack
4771,Buka
4772,Pakai
4773,Terbuka
4774,Gagal buka
4775,Mini beans mu kurang
4776,Pengaturan
4777,Tekstur
4778,Mulai
4779,Tekstur default
4780,Official Mini World
4781,Tekstur Pack belum dibuka. Buka Galeri untuk unlock.
4782,Tekstur Pack belum dibuka. Tekstur default akan dipakai.
4783,Tidak dapat mengubah tekstur pack
4784,Klik di sini untuk memilih tekstur pack!
4785,Gagal upload plugin
4786,Karakter
4787,Skin
4788,Tunggangan
4789,@Null@
4790,@Null@
4791,@Null@
4792,@Null@
4793,@Null@
4794,@Null@
4795,@Null@
4796,@Null@
4797,@Null@
4798,@Null@
4799,Terbaca
4800,Tanaman
4801,Alat
4802,Lainnya
4803,Balok
4804,Tanding
4805,Mungil
4806,Kecil
4807,Normal
4808,Besar
4809,Sangat besar
4810,Sangat lambat
4811,Lambat
4812,Cepat
4813,Sangat cepat
4814,Serangan melee
4815,Serangan jarak sedang
4816,Serangan jarak jauh
4817,Dekat
4818,Tengah
4819,Jauh
4820,Preferensi serangan
4821,Efek serangan
4822,3. Tim Hijau
4823,4. Tim Kuning
4824,5. Tim Oranye
4825,6. Tim Ungu
4826,Ganti mode serangan
4827,@Null@
4828,@Null@
4829,@Null@
4830,@Null@
4831,@Null@
4832,@Null@
4833,Pilih grup utk makhluk. Ia tidak akan menyerang pemain lain. Grup merah adalah tuan rumah.
4834,@Null@
4835,@Null@
4836,@Null@
4837,@Null@
4838,Batalkan
4839,Ambil
4840,Tanggal Lahir
4841,Tips : Jaga keamanan informasi dan data pribadi Anda
4842,Fitur ini tidak tersedia untuk pengguna dengan umur di bawah 13 tahun
4843,Tahun
4844,Bulan
4845,(Harap mengisi dengan hati-hati. Pilihan tidak dapat diubah setelah dikumpulkan)
4846,Tidak bisa gunakan blok miniature di area blok terrain
4847,Tidak tersedia selama bukan waktu event
4848,@Null@
4849,Top up tidak tersedia
4850,Jan
4851,Feb
4852,Mar
4853,Apr
4854,Mei
4855,Juni
4856,Juli
4857,Ags
4858,Sep
4859,Okt
4860,Nov
4861,Des
4862,<
4863,@Null@
4864,@Null@
4865,@Null@
4866,Yakin ingin menukarkan @1 untuk @2 @3?
4867,Harta Karun Mini
4868,Dimiliki:
4869,Riwayat
4870,Jumlah Penukaran
4871,Item
4872,Waktu
4873,Jumlah
4874,Harga
4875,Jumlah Konfirmasi
4876,Tersedia
4877,Tukar
4878,Konfirmasi Penukaran
4879,Klaim
4880,Silakan pilih
4881,Pembekuan skill
4882,Login
4883,Keluar
4884,Apply UID
4885,Masukan angka yg lengkap
4886,Sekali lagi
4887,Join
4888,Tuan rumah mengundangmu bermain
4889,"Room akan dibuka kembali, harap tunggu.."
4890,Catatan: #c0aaa1aMini Bean #n dapat dipakai untuk unlock item di Kebun
4891,Akun ditambah
4892,Terbuka
4893,Serpihan kurang
4894,"Kontrol pertahanan : @1, mengurangi cedera @2%"
4895,"Elemen pertahanan : @1, mengurangi cedera @2%"
4896,Tak dikenali
4897,Terkunci
4898,Mini Captain sdg menyiapkan hadiah untukmu
4899,@Null@
4900,Main
4901,Batalkan
4902,"Terlalu banyak orang di Galeri #n. Silakan antri, mulai download setelah (@1)"
4903,Status Galeri (@1@2#n)
4904,Tersedia
4905,Sibuk
4906,Penuh
4907,@Null@
4908,Kode tukar salah. Periksa kembali dan coba lagi.
4909,Kode tukar tidak cocok di platform ini. Check Instruksi ttg penukaran hadiah.
4910,Kode tukar tidak cocok pada platform ini. Check deskirpsi ttg penukaran hadiah.
4911,Hadiah ini sudah pernah kamu ambil
4912,Kode tukar expired
4913,Hadiah kadaluarsa
4914,Kesempatan ambil hadiah hari ini telah habis
4915,Kesempatan ambil hadiah hari ini telah habis
4916,Kesempatan ambil hadiah hari ini telah habis
4917,Kesempatan ambil hadiah hari ini telah habis
4918,Hadiah tidak cocok di platform ini. Check Instruksi ttg penukaran hadiah.
4919,Hadiah tidak cocok di platform ini. Check Instruksi ttg penukaran hadiah.
4920,"Hadiah tidak bisa diambil lagi hari ini, coba lagi besok"
4921,Hadiah ini tidak dapat diambil lagi
4922,"Hadiah tidak bisa diambil lagi hari ini, coba lagi besok"
4923,Hadiah ini tidak dapat diambil lagi
4924,Kode tukar salah. Periksa kembali dan coba lagi.
4925,Kode sudah pernah dipakai. Silakan coba kode lain.
4926,Tak berlaku di platform ini
4927,Sudah sampai batas max ambil hadiah
4928,Atas bantuan Mini Captain. Kamu dapat lanjut berpetualang #c0aaa1a gratis #n!
4929,Mini Captain ada hadiah nih buat kamu!
4930,Ambil hadiah
4931,Refresh
4932,Refresh gratis
4933,Gratis
4934,Konfirmasi jaringan
4935,Tindakan ini akan memakan banyak kuota. Lanjut?
4936,Selesaikan
4937,1x
4938,1. Settingan dasar
4939,Gerakan karakter \n #cFFFFFFmaju#n
4940,#cFFFFFFGeser mouse#n
4941,Kiri
4942,Kanan
4943,Belakang
4944,(Klik kiri) Pecahkan
4945,(Klik kanan) Letak
4946,Geser ke kiri utk lihat
4947,Geser ke kanan utk lihat
4948,2. Tindakan lanjut
4949,Tekan (B) utk buka  tas
4950,shortcut 1 - 8
4951,(Klik kiri) Pilih item
4952,(Klik kanan) Pakai item
4953,3. Setting lainnya
4954,Pindah halaman
4955,F1 = Bantuan
4956,Esc = Skip
4957,Spasi = Lanjut
4958,Key bindings(Default)
4959,"#c1affda[~]#cbdefe7 Ganti antara target dan mouse. 
#c1affda[Klik kiri]#cbdefe7 Serang、Tekan lama utk pecahkan blok. 
#c1affda[Klik kanan]#cbdefe7 Letakan blok、tukar dgn /NPC. 
#c1affda[scroll mouse]#cbdefe7 Ambil blok. 
#c1affda[geser mouse]#cbdefe7 bergerak. 
#c1affda[W A S D]#cbdefe7 Bergerak ke semua arah. 
#cfae52f[L-Shift]#cefe2bd Nyelam,menunggang,terbang,turun. 
#cfae52f[Space]#cefe2bd lompat,naik(terbang/berenang). 
#cfae52f[tekan doule space]#cefe2bd terbang (mode kreasi)"
4960,Pilih karakter
4961,Lanjut
4962,Tekan spasi
4963,Lewat
4964,Misi baru
4965,Shared
4966,"#cfae52f[1~8]#cefe2bd alat1 - 8. 
#cfae52f[L-Ctrl]#cefe2bd Lari.
#cfae52f[B]#cefe2bd Buka/tutup tas.
#cfae52f[G]#cefe2bd Buang item. 
#cf1cfff[ESC]#n Buka/tutup setting. 
#cf1cfff[Tab]#n Daftar pemain. 
#cf1cfff[J]#n Aturan mode permainan.
#cf1cfff[V]#n Otomatis atur. 
#cf1cfff[F1]#n Bantuan"
4967,"#cf1cfff[F2]#n Mulai/akhiri rekaman 
#cf1cfff[F5]#n Ubah pandangan
#cf1cfff[F9]#n Sembunyikan UI 
#cf1cfff[F10]#n Screenshot 
#cf1cfff[F11]#n Full Screen
#cf1cfff[C]#n Cek Status 
#cf1cfff[Enter]#n Chat 
#cf1cfff[R]#n Reload 
#cf1cfff[H]#n Panggil tunggangan"
4968,"#cf1cfff[M]#n Peta
#cf1cfff[L]#n Achievements 
#cf1cfff[I]#n Gudang 
#cf1cfff[O]#n Skins 
#cf1cfff[P]#n Toko 
#cf1cfff[[]#n Pesan suara 
#cf1cfff[F]#n Teman
#cf1cfff[X]#n Gerakan
#cf1cfff[Y]#n Gudang item"
4969,Peta ini telah direset. Permissions sudah tidak berlaku.
4970,Map lain
4971,Buka Galeri sekarang.#r#c0aaa1aTemukan map keren lainnya di Galeri!#n
4972,Gagal untuk menampilkan iklan. Tidak ada imbalan.
4973,Iklan error
4974,Waktu matang buah diperpendek @1
4975,mnt
4976,dtk
4977,Iklan tersebut belum siap.
4978,"Simpan peta#c0aaa1a utk mencegah anak nakal berbuat onar. Klik yakin utk backup dan buat room, klik batal utk langsung buat room"
4979,Percepat
4980,Iklan ini belum siap
4981,Permintaan izin
4982,Permintaan sudah diterima Tuan rumah. Silakan coba lagi nanti.
4983,Permintaanmu diterima
4984,Permintaanmu ditolak
4985,Tuan rumah mungkin sedang sibuk. Tunggu dulu ya!
4986,@Null@
4987,@Null@
4988,@Null@
4989,@Null@
4990,@Null@
4991,@Null@
4992,@Null@
4993,@Null@
4994,Tolak
4995,Terima
4996,Permintaan izin
4997,#R Tamu
4998,Bebas
4999,Akses :
5000,Tidak dapat ganti di platform yg berbeda. Silakan ke #c0aaa1a@1#n download Mini World
5001,@Null@
5002,@Null@
5003,@Null@
5004,@Null@
5005,@Null@
5006,@Null@
5007,@Null@
5008,@Null@
5009,@Null@
5010,@Null@
5011,@Null@
5012,@Null@
5013,@Null@
5014,@Null@
5015,@Null@
5016,@Null@
5017,@Null@
5018,@Null@
5019,@Null@
5020,@Null@
5021,@Null@
5022,@Null@
5023,@Null@
5024,@Null@
5025,@Null@
5026,@Null@
5027,@Null@
5028,@Null@
5029,@Null@
5030,@Null@
5031,@Null@
5032,@Null@
5033,@Null@
5034,@Null@
5035,@Null@
5036,@Null@
5037,@Null@
5038,@Null@
5039,@Null@
5040,@Null@
5041,@Null@
5042,@Null@
5043,Google
5044,@Null@
5045,@Null@
5046,@Null@
5047,@Null@
5048,@Null@
5049,@Null@
5050,@Null@
5051,@Null@
5052,@Null@
5053,@Null@
5054,@Null@
5055,@Null@
5056,@Null@
5057,@Null@
5058,@Null@
5059,@Null@
5060,@Null@
5061,@Null@
5062,@Null@
5063,@Null@
5064,@Null@
5065,@Null@
5066,@Null@
5067,@Null@
5068,@Null@
5069,@Null@
5070,@Null@
5071,@Null@
5072,@Null@
5073,@Null@
5074,@Null@
5075,@Null@
5076,@Null@
5077,@Null@
5078,@Null@
5079,@Null@
5080,@Null@
5081,@Null@
5082,@Null@
5083,@Null@
5084,@Null@
5085,@Null@
5086,@Null@
5087,@Null@
5088,@Null@
5089,@Null@
5090,@Null@
5091,@Null@
5092,@Null@
5093,@Null@
5094,@Null@
5095,@Null@
5096,@Null@
5097,@Null@
5098,@Null@
5099,@Null@
5100,@Null@
5101,@Null@
5102,@Null@
5103,@Null@
5104,@Null@
5105,@Null@
5106,@Null@
5107,@Null@
5108,@Null@
5109,@Null@
5110,@Null@
5111,@Null@
5112,@Null@
5113,@Null@
5114,@Null@
5115,@Null@
5116,@Null@
5117,@Null@
5118,@Null@
5119,@Null@
5120,@Null@
5121,@Null@
5122,@Null@
5123,@Null@
5124,@Null@
5125,@Null@
5126,@Null@
5127,@Null@
5128,@Null@
5129,@Null@
5130,@Null@
5131,@Null@
5132,@Null@
5133,@Null@
5134,@Null@
5135,@Null@
5136,@Null@
5137,@Null@
5138,@Null@
5139,@Null@
5140,@Null@
5141,@Null@
5142,@Null@
5143,@Null@
5144,@Null@
5145,@Null@
5146,@Null@
5147,@Null@
5148,@Null@
5149,@Null@
5150,@Null@
5151,@Null@
5152,@Null@
5153,@Null@
5154,@Null@
5155,@Null@
5156,@Null@
5157,@Null@
5158,@Null@
5159,@Null@
5160,@Null@
5161,@Null@
5162,@Null@
5163,@Null@
5164,@Null@
5165,@Null@
5166,@Null@
5167,@Null@
5168,@Null@
5169,@Null@
5170,@Null@
5171,@Null@
5172,@Null@
5173,@Null@
5174,@Null@
5175,@Null@
5176,@Null@
5177,@Null@
5178,@Null@
5179,@Null@
5180,@Null@
5181,@Null@
5182,@Null@
5183,@Null@
5184,@Null@
5185,@Null@
5186,@Null@
5187,@Null@
5188,@Null@
5189,@Null@
5190,@Null@
5191,@Null@
5192,@Null@
5193,@Null@
5194,@Null@
5195,@Null@
5196,@Null@
5197,@Null@
5198,@Null@
5199,@Null@
5200,@Null@
5201,Check data
5202,Kembali
5203,Masukkan alamat email
5204,@Null@
5205,@Null@
5206,@Null@
5207,@Null@
5208,@Null@
5209,@Null@
5210,@Null@
5211,@Null@
5212,@Null@
5213,@Null@
5214,@Null@
5215,@Null@
5216,@Null@
5217,@Null@
5218,@Null@
5219,@Null@
5220,@Null@
5221,@Null@
5222,@Null@
5223,@Null@
5224,Last page(←)
5225,(→)Next page
5226,Berbeda : dibawah @1m
5227,Berbeda : diatas @1m
5228,Temannya penuh
5229,Permintaan penuh
5230,@Null@
5231,@Null@
5232,@Null@
5233,@Null@
5234,@Null@
5235,@Null@
5236,Bagikan
5237,Buka alat di kebun
5238,Cahaya
5239,Refleksi
5240,Reload
5241,Maju
5295,Item berhasil di unlock. Kamu dapat @1 Mini beans
5296,Bingkai foto terbuka
5297,Bingkai foto telah diganti
5298,Kamu sedang pakai bingkai foto ini
5299,Dapatkan bingkai foto terlebih dahulu
5300,Bingkai default
5301,Google
5302,Google
5303,Google
5307,@Null@
5310,@Null@
5312,@Null@
5313,@Null@
5336,@Null@
5344,APP Store
5345,@Null@
5346,@Null@
5347,@Null@
5348,@Null@
5349,Steam
5402,@Null@
5410,@Null@
5411,@Null@
5993,@Null@
5994,@Null@
5995,@Null@
5996,@Null@
5997,@Null@
5998,@Null@
5999,@Null@
6000,"Buah matang dalam jumlah tertentu bisa dapat bonus tunggangan. Buah kecil = 1 x, buah besar = 5x, buah emas=10x"
6001,Top up
6002,Tidak ada bonus buah emas
6003,"Lv kurang, tidak ada kotak bonus kebun"
6004,Kotak bonus kebun sudah diambil
6005,Butuh lebih banyak buah
6006,Item tidak tersedia
6007,Item tidak tersedia
6008,Batas pembelian telah sampai jumlah maksimum
6009,Proses
6010,#RDouble bonus
6011,Pohon
6012,Pohon Oval
6013,Internal network verification success
6014,Online
6015,Binding IP error
6016,Device num error
6017,Login error
6018,The account cannot have Spaces
6019,@Null@
6020,@Null@
6021,@Null@
6022,@Null@
6023,@Null@
6024,@Null@
6025,Peta
6026,Pemain ini belum ada share peta apapun
6027,@Null@
6028,Pilihan warna
6029,Baru terpakai
6030,Peta
6031,Saya
6032,Official
6033,Pemain
6034,Warna
6035,Merah
6036,Pink
6037,Magenta
6038,Ungu
6039,Biru Prusia
6040,Biru  
6041,Biru muda
6042,Biru langit
6043,Tosca
6044,Hijau  
6045,Hijau daun
6046,Hijau muda
6047,Kuning
6048,Orange-kuning
6049,Orange
6050,Merah maron
6051,Coklat
6052,Abu
6053,Hitam
6054,Putih
6055,Pelangi
6056,No. warna
6057,Peta share
6058,Introduksi peta
6059,Kreator tidak menulis perkenalan diri
6060,Kosong
6061,Komentar terbaik
6062,Komentar baru
6063,Event
6064,Skil
6065,(Peta admin)
6066,Kreasiku
6067,Follows
6068,Pembelian-ku
6069,Rumah kreator
6070,Klik disini utk check hasil kreasi mu
6071,Klik disini utk check kreator yg kamu follow
6072,Klik disini utk cekk peta yg kamu buka
6073,Apply & dapat sertifikat resmi utk dapat keuntungan lebih
6074,Skin
6075,Klik di sini untuk menulis judul
6076,Klik di sini untuk menulis
6077,Kreator  
6078,Judul max 40 huruf
6079,Konten max 800 huruf
6080,Klik bagian scroll di mouse utk ganti warna (PC)
6081,Targetkan ke blok dan ganti warna (HP)
6082,Klik utk edit perkenalan diri kreator
6083,Pakai email
6084,Verifikasi email
6085,Harap verifikasi email sebelum mengganti kata sandi akun.
6086,Email
6087,Alamat email salah
6088,Email ini tidak terhubung dgn UID manapun
6089,Kode verifikasi salah
6090,Room besar (PC)
6091,Minimal perlu @num orang utk buka. Silakan atur ulang.
6092,Sesuai dgn kemampuan PC. Kami sarankan kamu buat room utk @num orang
6093,Performa jaringan sedang di test...
6094,Performa test
6095,Properti view
6096,Sudut pandang orang ke-tiga
6097,View samping
6098,View bawah
6099,Crosshair reference
6100,Screen center crosshair
6101,Arah wajah
6102,Limit gerakan
6103,Hanya kanan&kiri
6104,Hanya atas&bawah
6105,"Hanya kanan,kiri,atas,bawah"
6106,Semua arah
6107,Mode
6108,Ikuti karakter
6109,Mode bebas
6110,Rotasi view
6111,Rotasi view dan karakter
6112,Rotasi view dan karakter tetap
6113,"View tetap, karakter berputar"
6114,"View berputar, karakter tetap"
6115,Limit rotasi
6116,Ikuti gerakan
6117,Karakter tidak bebas gerak
6118,Karakter dapat gerak bebas
6119,Arah tes
6120,Reset
6121,View
6122,Buka titik respawn acak pada map survival
6123,Tutup titik respawn acak pada map survival
6124,Titik respawn acak (#c0aaa1aOn#n)
6125,Titik respawn acak (#cef2d2dOff#n)
6126,Titik bangkit acak pada mode petualang
6127,Titik bangkit tidak acak pada mode petualang
6128,World setting
6129,Buka setting
6130,Tujuan game
6131,Team setting
6132,Tampilan
6133,Waktu map
6134,Waktu saat ini
6135,Waktu lockout
6136,Izin letak
6137,Izin guna
6138,Izin merusak
6139,Udara
6140,Pilihan
6141,Cerah dan hujan
6142,Cerah
6143,Hujan
6144,Tempat monster
6145,Buat monster?
6146,Buat hewan?
6147,Gravitasi setting
6148,Multiple gravitasi
6149,Batas pemain
6150,Jumlah pemain
6151,Anggota
6152,Mulai
6153,Buka izin
6154,Host buka
6155,Saat jumlah pemain cukup
6156,Otomatis mulai
6157,Waktu main
6158,Batas Waktu
6159,Waktu permainan
6160,Status menang
6161,Skor
6162,Kemenangan
6163,Kekalahan
6164,Pengaturan Skor
6165,Skor saat kalahkan pemain
6166,Skor saat kalahkan monster
6167,Skor saat dapat bintang
6168,Target
6169,Raih skor utk menang
6170,Syarat skor
6171,Atur setelah keluar dari mode permainan
6172,Reset?
6173,Jumlah team
6174,Jumlah skrg :
6175,Mode serangan
6176,Serangan antar team
